ue_id,data_source,tput_1M,jitter_1M,loss_1M,eff_1M,tput_10M,jitter_10M,loss_10M,eff_10M,tput_20M,jitter_20M,loss_20M,eff_20M,tput_50M,jitter_50M,loss_50M,eff_50M,tput_100M,jitter_100M,loss_100M,eff_100M,tput_200M,jitter_200M,loss_200M,eff_200M,tput_300M,jitter_300M,loss_300M,eff_300M,tput_400M,jitter_400M,loss_400M,eff_400M,tput_500M,jitter_500M,loss_500M,eff_500M,ping_avg_ms,ping_min_ms,ping_max_ms,ping_mdev_ms,ping_load_avg_ms,ping_load_mdev_ms,ran_pucch_snr_db,ran_pucch_cqi,ran_pucch_ta_us,ran_pucch_n_samples,ran_pusch_snr_db,ran_pusch_mcs,ran_pusch_tbs,ran_pusch_nof_re,ran_pusch_ta_us,ran_pusch_rb_len,ran_pusch_n_samples,ran_pdsch_nof_prb,ran_pdsch_nof_re,ran_pdsch_mcs,ran_pdsch_tbs,ran_pdsch_n_samples,ran_prb_util_pct,ran_proc_rss_kB,ran_proc_vmem_kB,ran_proc_cpu_pct,ran_thread_count,ran_sys_mem_pct,ran_sys_load,ran_dl_brate_bps,ran_ul_brate_bps,ue_ip,c_rnti,ue_pid,ue_rss_kB,ue_vsz_kB,srsue_proc_rss_kB,srsue_proc_vsz_kB,srsue_proc_cpu_total_pct,srsue_proc_cpu_user_pct,srsue_proc_cpu_sys_pct,srsue_proc_vol_ctxsw_s,srsue_proc_nonvol_ctxsw_s,srsue_proc_schedrun_ns,srsue_proc_schedwait_ns,srsue_proc_threads,srsue_proc_vmlock_kB,gnb1_node_cpu_user_pct,gnb1_node_cpu_sys_pct,gnb1_node_cpu_softirq_pct,gnb1_node_cpu_idle_pct,gnb1_node_mem_used_MB,gnb1_node_swap_used_MB,gnb1_node_load1,gnb1_node_intr_per_s,gnb1_node_ctxt_per_s,gnb1_node_softirq_NET_RX_per_s,gnb1_node_softirq_NET_TX_per_s,gnb1_node_softirq_SCHED_per_s,gnb1_node_net_rx_bytes_s,gnb1_node_net_tx_bytes_s,gnb1_node_temp_package0_C,gnb1_node_temp_package1_C,gnb1_node_temp_core_max_C,gnb1_node_cpu0_pct,gnb1_node_cpu1_pct,gnb1_node_cpu2_pct,gnb1_node_cpu3_pct,gnb1_node_cpu4_pct,gnb1_node_cpu5_pct,gnb1_node_cpu6_pct,gnb1_node_cpu7_pct,gnb1_node_cpu8_pct,gnb1_node_cpu9_pct,gnb1_node_cpu10_pct,gnb1_node_cpu11_pct,gnb1_node_cpu12_pct,gnb1_node_cpu13_pct,gnb1_node_cpu14_pct,gnb1_node_cpu15_pct,gnb1_node_cpu16_pct,gnb1_node_cpu17_pct,gnb1_node_cpu18_pct,gnb1_node_cpu19_pct,gnb1_node_cpu20_pct,gnb1_node_cpu21_pct,gnb1_node_cpu22_pct,gnb1_node_cpu23_pct,gnb1_node_cpu24_pct,gnb1_node_cpu25_pct,gnb1_node_cpu26_pct,gnb1_node_cpu27_pct,gnb1_node_cpu28_pct,gnb1_node_cpu29_pct,gnb1_node_cpu30_pct,gnb1_node_cpu31_pct,sysmon_cpu_total_pct,sysmon_mem_used_pct,sysmon_load1,sysmon_load5,sysmon_load15,sysmon_rx_bytes_s,sysmon_tx_bytes_s,sysmon_total_srsenb_procs,sysmon_sum_dl_brate_bps,sysmon_sum_ul_brate_bps,sysmon_mean_proc_rss_kB,sysmon_max_proc_rss_kB,core_node_cpu_user_pct,core_node_cpu_sys_pct,core_node_mem_used_MB,core_node_temp_package0_C,core_node_intr_per_s,core_node_ctxt_per_s,core_proc_cpu_total_pct,core_proc_rss_kB,gnb1_pkg0_power_W,gnb1_pkg1_power_W,gnb1_dram0_power_W,gnb1_dram1_power_W,gnb1_cpu0_freq_MHz,gnb1_total_power_W,uehost1_pkg0_power_W,uehost1_pkg1_power_W,uehost1_dram0_power_W,uehost1_dram1_power_W,uehost1_cpu0_freq_MHz,uehost1_total_power_W,uehost1_power_per_ue_W
15,real,1.001,32.904,39.01,0.611,10.0,31.856,93.14,0.686,19.999,34.126,96.64,0.672,49.996,29.939,98.3,0.85,99.991,25.646,99.07,0.93,199.984,27.145,99.68,0.64,299.983,17.717,99.07,2.79,399.973,20.52,98.43,6.28,499.99,18.679,99.6,2.0,998.891,507.112,1614.508,292.643,1009.218,271.876,111.8,15.0,0.0,15302.0,109.09,4.0,2682.2,6054.87,0.0,43.8,6684.0,3.14,471.51,3.02,50.22,1088.0,87.61,855584.0,1666488.0,21.28,15.0,63.46,15.05,341.27,223601.8,10.45.0.16,0x46,156711.0,979692.0,1719972.0,980016.0,1719972.0,20.501189111747852,8.468753581661892,12.03243553008596,1.030229226361031,0.1458452722063037,532065446.2879656,84896697.20487106,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
16,real,1.001,10.313,0.0,1.001,10.0,5.066,79.21,2.079,19.999,4.143,89.48,2.104,49.995,5.612,95.65,2.175,99.991,5.008,97.85,2.15,199.986,5.934,98.91,2.18,299.979,5.948,99.18,2.46,399.971,5.597,99.33,2.68,499.963,5.693,99.5,2.5,294.809,125.53,514.134,103.406,1586.931,0.0,111.8,15.0,0.0,48115.0,108.98,4.0,2764.61,6235.53,0.0,45.09,12769.0,3.06,458.93,2.61,31.04,1058.0,90.17,855584.0,1666488.0,29.35,15.0,63.46,15.05,341.27,223601.8,10.45.0.17,0x46,156765.0,979816.0,1719972.0,980104.0,1719972.0,28.485687679083096,14.117664756446992,14.368022922636104,1.0303724928366762,0.1636103151862464,563566119.1260746,121271905.8338109,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
17,real,1.001,29.689,44.07,0.56,10.0,25.538,94.01,0.599,19.999,23.955,96.83,0.634,49.996,21.364,98.52,0.74,99.992,24.995,99.05,0.95,199.984,18.953,99.35,1.3,299.978,23.339,99.34,1.98,399.978,24.001,99.24,3.04,499.969,28.573,99.66,1.7,1134.97,622.074,1665.034,274.548,1070.417,233.537,111.8,15.0,0.0,11313.0,109.1,4.0,2663.02,6012.31,0.0,43.51,8026.0,3.17,474.86,3.2,57.74,1213.0,87.02,855584.0,1666488.0,20.51,15.0,63.46,15.05,341.27,223601.8,10.45.0.18,0x46,156813.0,979524.0,1719972.0,979872.0,1719972.0,17.361647564469916,7.276375358166189,10.085272206303726,1.0303724928366762,0.1719197707736389,559689808.9899714,121961287.95845272,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
18,real,1.001,24.634,32.87,0.672,10.0,28.652,93.03,0.697,19.999,28.944,96.18,0.764,49.995,26.192,98.38,0.81,99.99,19.67,99.07,0.93,199.982,28.397,99.56,0.88,299.977,28.237,99.42,1.74,399.961,28.296,99.8,0.8,499.969,27.963,99.82,0.9,852.899,454.224,1440.428,270.323,948.007,253.933,111.8,15.0,0.0,16330.0,109.05,4.0,2708.1,6112.76,0.0,44.22,3124.0,3.16,473.26,3.05,53.55,387.0,88.44,855584.0,1666488.0,20.9,15.0,63.46,15.05,341.27,223601.8,10.45.0.19,0x46,156861.0,979668.0,1719972.0,979988.0,1719972.0,19.94967048710602,8.55637535816619,11.393295128939828,1.029942693409742,0.1558739255014326,624129123.3610315,132392438.41260745,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
19,real,1.001,32.306,50.86,0.492,10.0,31.999,94.88,0.512,19.999,25.8,96.96,0.608,49.996,26.67,97.31,1.345,99.991,26.275,98.3,1.7,199.985,23.385,99.33,1.34,299.971,26.828,98.68,3.96,399.979,25.629,99.09,3.64,499.963,37.099,99.51,2.45,1394.776,740.243,1964.048,375.024,1535.295,512.328,111.8,15.0,0.0,13066.0,109.12,4.0,2638.28,5957.76,0.0,43.12,7548.0,3.14,471.0,3.14,54.05,1500.0,86.24,855580.0,1666488.0,19.54,15.0,63.46,15.05,341.27,223601.8,10.45.0.20,0x46,156927.0,979740.0,1719972.0,980136.0,1719972.0,17.105458452722065,7.268968481375357,9.836489971346705,1.0300859598853869,0.1822349570200573,544161308.0816619,121416702.70630372,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
20,real,1.001,27.672,52.69,0.474,10.0,35.709,94.79,0.521,19.999,23.838,97.45,0.51,49.995,28.084,98.53,0.735,99.993,29.123,99.37,0.63,199.985,25.246,99.64,0.72,299.974,30.563,99.44,1.68,399.986,38.575,98.73,5.08,499.965,32.027,99.48,2.6,1409.472,752.138,1975.485,361.191,1501.298,525.612,111.8,15.0,0.0,12043.0,109.12,4.0,2642.03,5966.0,0.0,43.18,7657.0,3.15,472.47,3.19,56.48,1442.0,86.37,855584.0,1666488.0,20.22,15.0,63.46,15.05,341.27,223601.8,10.45.0.21,0x46,156988.0,979756.0,1719972.0,980148.0,1719972.0,18.69488538681949,7.488524355300861,11.206361031518624,1.030229226361031,0.1593123209169054,533087197.6647564,115019041.28223497,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
21,real,1.001,21.654,37.07,0.63,10.0,23.108,92.83,0.717,19.999,23.519,96.79,0.642,49.995,26.536,98.45,0.775,99.991,20.811,99.22,0.78,199.981,16.06,99.31,1.38,299.976,26.264,99.64,1.08,399.963,17.935,99.58,1.68,499.951,17.819,99.17,4.15,965.829,541.847,1394.436,290.183,1003.142,334.948,111.8,15.0,0.0,15586.0,109.04,4.0,2708.07,6113.15,0.0,44.21,2922.0,3.18,476.95,3.22,60.67,334.0,88.43,855584.0,1666488.0,21.19,15.0,63.46,15.05,341.27,223601.8,10.45.0.22,0x46,157049.0,979768.0,1719972.0,980096.0,1719972.0,18.39595988538682,8.003180515759313,10.392779369627506,1.030229226361031,0.135243553008596,503151087.5530086,77694905.20057307,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
22,real,1.001,22.715,37.39,0.627,10.0,24.343,93.32,0.668,19.999,22.814,96.24,0.752,49.995,23.469,98.15,0.925,99.991,21.94,99.0,1.0,199.98,24.38,98.78,2.44,299.991,22.267,98.79,3.63,399.974,24.047,99.55,1.8,499.991,21.218,99.23,3.85,992.058,551.268,1411.406,291.491,943.105,276.477,111.8,15.0,0.0,18191.0,109.08,4.0,2673.64,6035.95,0.0,43.67,9437.0,3.11,466.44,2.96,46.28,1724.0,87.34,855584.0,1666488.0,20.49,15.0,63.46,15.05,341.27,223601.8,10.45.0.23,0x46,157115.0,979804.0,1719972.0,980132.0,1719972.0,20.4997994269341,8.435601719197706,12.064197707736389,1.0303724928366762,0.1673352435530086,558065986.6704872,83300954.51289399,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
23,"imputed_rates:1,10,20,50",1.001,19.782,30.36,0.697,10.0,16.28,95.2,0.48,19.999,19.489,94.74,1.051,49.995,21.943,97.8,1.098,99.991,34.017,99.32,0.68,199.982,34.812,99.33,1.34,299.974,47.286,99.66,1.02,399.971,25.488,99.67,1.32,499.982,18.853,99.74,1.3,2204.651,1372.578,2854.745,378.191,1199.625,349.258,111.8,15.0,0.0,11110.0,109.14,4.0,2623.86,5927.5,0.0,42.91,3162.0,3.16,473.85,3.41,66.17,566.0,85.81,855584.0,1666488.0,20.58,15.0,63.46,15.05,341.27,223601.8,10.45.0.24,0x46,157169.0,979508.0,1719972.0,979848.0,1719972.0,17.872593123209167,7.523080229226362,10.349512893982808,1.030229226361031,0.1157593123209169,524526819.3553008,81498587.28510028,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
24,real,1.001,25.078,37.93,0.621,10.0,25.544,93.77,0.623,19.999,18.621,95.51,0.898,49.995,28.455,97.48,1.26,99.992,24.531,98.48,1.52,199.984,22.083,98.77,2.46,299.977,23.319,99.04,2.88,399.971,28.275,99.78,0.88,499.966,23.404,99.18,4.1,987.285,497.552,1638.708,301.402,1052.136,282.527,111.8,15.0,0.0,14844.0,109.08,4.0,2676.26,6041.8,0.0,43.71,7572.0,3.12,468.42,3.02,49.28,1295.0,87.42,855584.0,1666488.0,22.54,15.0,63.46,15.05,341.27,223601.8,10.45.0.25,0x46,157255.0,979604.0,1719972.0,979928.0,1719972.0,20.61680515759312,8.472951289398281,12.143853868194842,1.0303724928366762,0.1767908309455587,543488408.5415473,84810545.60888252,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
25,real,1.001,26.676,37.82,0.622,10.0,21.773,92.56,0.744,19.999,22.37,96.23,0.754,49.996,21.507,98.47,0.765,99.991,20.928,99.19,0.81,199.986,20.563,99.67,0.66,299.98,31.947,98.47,4.59,399.972,24.919,99.65,1.4,499.954,26.283,99.57,2.15,1001.506,581.524,1422.147,290.033,1046.617,285.638,111.8,15.0,0.0,14663.0,109.06,4.0,2689.66,6071.5,0.0,43.92,6557.0,3.12,467.65,2.87,43.95,1249.0,87.84,855584.0,1666488.0,20.41,15.0,63.46,15.05,341.27,223601.8,10.45.0.26,0x46,157310.0,979632.0,1719972.0,980032.0,1719972.0,18.44249283667622,8.071633237822349,10.370859598853867,1.0303724928366762,0.1246418338108882,525774812.969914,86517971.90544413,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
26,real,1.001,26.051,23.81,0.763,10.0,15.5,92.13,0.787,19.999,14.798,96.08,0.784,49.995,13.983,98.43,0.785,99.992,14.991,98.65,1.35,199.982,13.592,99.13,1.74,299.976,14.93,99.62,1.14,399.97,15.294,99.49,2.04,499.964,21.106,99.14,4.3,703.204,383.457,1060.431,207.547,670.039,212.065,111.8,15.0,0.0,19435.0,109.03,4.0,2718.98,6136.43,0.0,44.39,3853.0,3.15,472.09,2.96,47.74,489.0,88.77,855584.0,1666488.0,21.67,15.0,63.46,15.05,341.27,223601.8,10.45.0.27,0x46,157388.0,979620.0,1719972.0,979944.0,1719972.0,20.295300859598857,9.050501432664756,11.244799426934096,1.0303724928366762,0.1693409742120343,559061426.5401146,128720572.487106,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
27,real,1.001,20.977,23.71,0.764,10.0,13.644,92.29,0.771,19.999,12.303,95.85,0.83,49.995,15.193,98.41,0.795,99.992,13.679,98.89,1.11,199.984,12.661,99.57,0.86,299.986,14.09,99.44,1.68,399.968,13.767,99.69,1.24,499.982,15.201,99.47,2.65,737.608,377.442,1415.685,275.12,710.471,205.378,111.8,15.0,0.0,19697.0,109.04,4.0,2718.85,6136.23,0.0,44.38,3514.0,3.12,468.49,2.81,41.24,511.0,88.77,855580.0,1666488.0,22.35,15.0,63.46,15.05,341.27,223601.8,10.45.0.28,0x46,157461.0,979684.0,1719972.0,980008.0,1719972.0,21.762349570200573,9.2654441260745,12.496905444126076,1.0303724928366762,0.1644699140401146,601001073.8438395,117308254.72063038,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
28,real,1.001,32.386,53.02,0.47,10.0,26.173,94.76,0.524,19.999,35.608,97.25,0.55,49.995,26.408,97.77,1.115,99.991,30.516,97.22,2.78,199.983,28.228,99.45,1.1,299.979,30.287,99.71,0.87,399.99,33.619,98.59,5.64,499.966,37.399,98.7,6.5,1614.485,824.676,2385.287,412.481,1486.077,537.553,111.8,15.0,0.0,10403.0,109.13,4.0,2651.78,5987.58,0.0,43.34,5370.0,3.18,476.56,3.27,61.2,915.0,86.69,855584.0,1666488.0,19.54,15.0,63.46,15.05,341.27,223601.8,10.45.0.29,0x46,157527.0,979548.0,1719972.0,979936.0,1719972.0,17.092063037249282,7.175472779369627,9.916590257879657,1.0303724928366762,0.1283667621776504,516241481.5859599,81828037.76217765,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
29,real,1.001,28.308,38.47,0.616,10.0,22.637,93.36,0.664,19.999,26.781,96.41,0.718,49.995,25.649,98.32,0.84,99.992,23.747,98.99,1.01,199.99,24.434,99.59,0.82,299.974,25.53,98.92,3.24,399.974,29.034,99.71,1.16,499.991,25.315,98.91,5.45,964.377,522.538,1405.399,289.878,1058.27,266.445,111.8,15.0,0.0,14591.0,109.08,4.0,2682.75,6056.11,0.0,43.81,6535.0,3.13,469.57,2.94,47.31,1150.0,87.63,855584.0,1666488.0,20.89,15.0,63.46,15.05,341.27,223601.8,10.45.0.30,0x46,157618.0,979788.0,1719972.0,980128.0,1719972.0,19.386332378223496,8.231776504297994,11.1545558739255,1.0303724928366762,0.1510028653295129,577816187.286533,128521972.19340974,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
30,real,1.001,12.552,0.0,1.001,10.0,10.32,89.58,1.042,19.999,9.527,94.61,1.078,49.995,10.42,97.83,1.085,99.992,12.583,98.84,1.16,199.983,11.756,98.99,2.02,299.976,12.719,99.57,1.29,399.965,11.99,99.68,1.28,499.949,12.552,99.64,1.8,520.103,244.022,853.775,174.152,523.609,156.008,111.8,15.0,0.0,26031.0,109.01,4.0,2734.91,6170.9,0.0,44.63,5467.0,3.44,515.39,3.69,90.92,686.0,89.26,855584.0,1666488.0,24.29,15.0,63.46,15.05,341.27,223601.8,10.45.0.31,0x46,157696.0,979580.0,1719972.0,979920.0,1719972.0,21.939183381088824,10.191160458452725,11.7480229226361,1.0303724928366762,0.1845272206303724,739534512.2177651,164115629.27363896,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
31,imputed_rates:1,1.001,21.163,25.21,0.749,10.0,32.564,94.06,0.594,19.999,27.985,96.9,0.62,49.996,29.846,97.05,1.475,99.991,26.522,98.31,1.69,199.985,30.311,97.79,4.42,299.971,35.596,98.28,5.16,399.974,34.565,98.56,5.76,499.966,31.887,99.7,1.5,1736.63,897.488,2844.977,578.959,1326.664,435.102,111.8,15.0,0.0,10553.0,109.09,4.0,2669.97,6029.71,0.0,43.63,2189.0,3.16,474.24,3.08,54.68,427.0,87.25,855584.0,1666488.0,20.12,15.0,63.46,15.05,341.27,223601.8,10.45.0.32,0x46,157768.0,979540.0,1719972.0,979924.0,1719972.0,18.785974212034382,7.543151862464184,11.2428223495702,1.0303724928366762,0.1498567335243553,560182689.9770774,128934959.73352437,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482,23.677,20.354,2.863,3.028,1558.345,44.03,28.036,25.397,1.86,2.953,1629.017,53.43,1.09
